[-t, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/train.arff, -T, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/test.arff, -K, 2, -S, SKDB_R, -I, 10, -L, 2, -E, 2]
Dataset : train
data size 	14305
Attribute size 	1503
class size 	2

Started learning
The 0th SKDB classifier has been built and smoothed
The 1th SKDB classifier has been built and smoothed

Started testing
testID:	Prob(0)	Prob(1)	Prediction	TrueClass
test example 3285:	 0.997	 0.003	0	0
test example 3286:	 0.985	 0.015	0	0
test example 3287:	 0.994	 0.006	0	0
test example 3288:	 0.985	 0.015	0	0
test example 3289:	 0.996	 0.004	0	0
test example 3290:	 0.995	 0.005	0	0
test example 3291:	 0.997	 0.003	0	0
test example 3292:	 0.982	 0.018	0	0
test example 3293:	 0.998	 0.002	0	0
test example 3294:	 1    	 0    	0	0
test example 3295:	 0.99 	 0.01 	0	0
test example 3296:	 0.994	 0.006	0	0
test example 3297:	 0.993	 0.007	0	0
test example 3298:	 0.986	 0.014	0	0
test example 3299:	 0.994	 0.006	0	0
test example 3300:	 0.995	 0.005	0	0
test example 3301:	 0.992	 0.008	0	0
test example 3302:	 0.998	 0.002	0	0
test example 3303:	 0.993	 0.007	0	0
test example 3304:	 0.979	 0.021	0	0
test example 3305:	 0.966	 0.034	0	0
test example 3306:	 0.992	 0.008	0	0
test example 3307:	 0.997	 0.003	0	0
test example 3308:	 0.996	 0.004	0	0
test example 3309:	 0.994	 0.006	0	0
test example 3310:	 0.999	 0.001	0	0
test example 3311:	 0.999	 0.001	0	0
test example 3312:	 1    	 0    	0	0
test example 3313:	 0.995	 0.005	0	0
test example 3314:	 0.991	 0.009	0	0
test example 3315:	 0.99 	 0.01 	0	0
test example 3316:	 0.949	 0.051	0	0
test example 3317:	 0.996	 0.004	0	0
test example 3318:	 0.986	 0.014	0	0
test example 3319:	 0.991	 0.009	0	0
test example 3320:	 0.996	 0.004	0	0
test example 3321:	 0.998	 0.002	0	0
test example 3322:	 0.993	 0.007	0	0
test example 3323:	 0.988	 0.012	0	0
test example 3324:	 0.994	 0.006	0	0
test example 3325:	 0.997	 0.003	0	0
test example 3326:	 0.997	 0.003	0	0
test example 3327:	 0.999	 0.001	0	0
test example 3328:	 0.997	 0.003	0	0
test example 3329:	 0.983	 0.017	0	0
test example 3330:	 0.998	 0.002	0	0
test example 3331:	 0.995	 0.005	0	0
test example 3332:	 0.998	 0.002	0	0
test example 3333:	 0.991	 0.009	0	0
test example 3334:	 1    	 0    	0	0
test example 3335:	 0.997	 0.003	0	0
test example 3336:	 0.997	 0.003	0	0
test example 3337:	 0.995	 0.005	0	0
test example 3338:	 0.997	 0.003	0	0
test example 3339:	 0.993	 0.007	0	0
test example 3340:	 0.991	 0.009	0	0
test example 3341:	 0.999	 0.001	0	0
test example 3342:	 0.994	 0.006	0	0
test example 3343:	 0.995	 0.005	0	0
test example 3344:	 0.999	 0.001	0	0
test example 3345:	 0.995	 0.005	0	0
test example 3346:	 0.885	 0.115	0	0
test example 3347:	 0.999	 0.001	0	0
test example 3348:	 0.998	 0.002	0	0
test example 3349:	 0.999	 0.001	0	0
test example 3350:	 0.994	 0.006	0	0
test example 3351:	 0.997	 0.003	0	0
test example 3352:	 0.99 	 0.01 	0	0
test example 3353:	 0.994	 0.006	0	0
test example 3354:	 0.992	 0.008	0	0
test example 3355:	 0.153	 0.847	1	0
test example 3356:	 0.793	 0.207	0	0
test example 3357:	 0.941	 0.059	0	0
test example 3358:	 0.821	 0.179	0	0
test example 3359:	 0.924	 0.076	0	0
test example 3360:	 0.849	 0.151	0	0
test example 3361:	 0.913	 0.087	0	0
test example 3362:	 0.798	 0.202	0	0
test example 3363:	 0.988	 0.012	0	0
test example 3364:	 0.964	 0.036	0	0
test example 3365:	 0.64 	 0.36 	0	0
test example 3366:	 0.885	 0.115	0	0
test example 3367:	 0.982	 0.018	0	0
test example 3368:	 0.977	 0.023	0	0
test example 3369:	 0.927	 0.073	0	0
test example 3370:	 0.983	 0.017	0	0
test example 3371:	 0.992	 0.008	0	0
test example 3372:	 0.69 	 0.31 	0	0
test example 3373:	 0.607	 0.393	0	0
test example 3374:	 0.888	 0.112	0	0
test example 3375:	 0.496	 0.504	1	0
test example 3376:	 0.436	 0.564	1	0
test example 3377:	 0.983	 0.017	0	0
test example 3378:	 0.966	 0.034	0	0
test example 3379:	 0.847	 0.153	0	0
test example 3380:	 0.989	 0.011	0	0
test example 3381:	 0.509	 0.491	0	0
test example 3382:	 0.899	 0.101	0	0
test example 3383:	 0.484	 0.516	1	0
test example 3384:	 0.756	 0.244	0	0
test example 3385:	 0.903	 0.097	0	0
test example 3386:	 0.8  	 0.2  	0	0
test example 3387:	 0.837	 0.163	0	0
test example 3388:	 0.919	 0.081	0	0
test example 3389:	 0.983	 0.017	0	0
test example 3390:	 0.994	 0.006	0	0
test example 3391:	 0.993	 0.007	0	0
test example 3392:	 0.687	 0.313	0	0
test example 3393:	 0.91 	 0.09 	0	0
test example 3394:	 0.779	 0.221	0	0
test example 3395:	 0.989	 0.011	0	0
test example 3396:	 0.983	 0.017	0	0
test example 3397:	 0.38 	 0.62 	1	0
test example 3398:	 0.929	 0.071	0	0
test example 3399:	 0.987	 0.013	0	0
test example 3400:	 0.684	 0.316	0	0
test example 3401:	 0.38 	 0.62 	1	0
test example 3402:	 0.926	 0.074	0	0
test example 3403:	 0.737	 0.263	0	0
test example 3404:	 0.527	 0.473	0	0
test example 3405:	 0.992	 0.008	0	0
test example 3406:	 0.66 	 0.34 	0	0
test example 3407:	 0.819	 0.181	0	0
test example 3408:	 0.868	 0.132	0	0
test example 3409:	 0.278	 0.722	1	0
test example 3410:	 0.992	 0.008	0	0
test example 3411:	 0.991	 0.009	0	0
test example 3412:	 0.821	 0.179	0	0
test example 3413:	 0.758	 0.242	0	0
test example 3414:	 0.979	 0.021	0	0
test example 3415:	 0.322	 0.678	1	0
test example 3416:	 0.977	 0.023	0	0
test example 3417:	 0.917	 0.083	0	0
test example 3418:	 0.994	 0.006	0	0
test example 3419:	 0.985	 0.015	0	0
test example 3420:	 0.962	 0.038	0	0
test example 3421:	 0.817	 0.183	0	0
test example 3422:	 0.735	 0.265	0	0
test example 3423:	 0.089	 0.911	1	0
test example 3424:	 0.942	 0.058	0	0
test example 3425:	 0.908	 0.092	0	0
test example 3426:	 0.998	 0.002	0	0
test example 3427:	 0.326	 0.674	1	0
test example 3428:	 0.811	 0.189	0	0
test example 3429:	 0.715	 0.285	0	0
test example 3430:	 0.583	 0.417	0	0
test example 3431:	 0.923	 0.077	0	0
test example 3432:	 0.991	 0.009	0	0
test example 3433:	 0.472	 0.528	1	0
test example 3434:	 0.928	 0.072	0	0
test example 3435:	 0.99 	 0.01 	0	0
test example 3436:	 0.956	 0.044	0	0
test example 3437:	 0.816	 0.184	0	0
test example 3438:	 0.576	 0.424	0	0
test example 3439:	 0.687	 0.313	0	0
test example 3440:	 0.911	 0.089	0	0
test example 3441:	 0.894	 0.106	0	0
test example 3442:	 0.989	 0.011	0	0
test example 3443:	 0.808	 0.192	0	0
test example 3444:	 0.993	 0.007	0	0
test example 3445:	 0.229	 0.771	1	0
test example 3446:	 0.237	 0.763	1	0
test example 3447:	 0.89 	 0.11 	0	0
test example 3448:	 0.888	 0.112	0	0
test example 3449:	 0.715	 0.285	0	0
test example 3450:	 0.93 	 0.07 	0	0
test example 3451:	 0.455	 0.545	1	0
test example 3452:	 0.902	 0.098	0	0
test example 3453:	 0.919	 0.081	0	0
test example 3454:	 0.943	 0.057	0	0
test example 3455:	 0.933	 0.067	0	0
test example 3456:	 0.99 	 0.01 	0	0
test example 3457:	 0.99 	 0.01 	0	0
test example 3458:	 0.335	 0.665	1	0
test example 3459:	 0.978	 0.022	0	0
test example 3460:	 0.843	 0.157	0	0
test example 3461:	 0.997	 0.003	0	0
test example 3462:	 0.78 	 0.22 	0	0
test example 3463:	 0.993	 0.007	0	0
test example 3464:	 0.994	 0.006	0	0
test example 3465:	 0.998	 0.002	0	0
test example 3466:	 0.982	 0.018	0	0
test example 3467:	 0.96 	 0.04 	0	0
test example 3468:	 0.983	 0.017	0	0
test example 3469:	 0.989	 0.011	0	0
test example 3470:	 0.765	 0.235	0	0
test example 3471:	 0.989	 0.011	0	0
test example 3472:	 0.984	 0.016	0	0
test example 3473:	 0.994	 0.006	0	0
test example 3474:	 0.933	 0.067	0	0
test example 3475:	 0.994	 0.006	0	0
test example 3476:	 0.933	 0.067	0	0
test example 3477:	 0.988	 0.012	0	0
test example 3478:	 0.324	 0.676	1	0
test example 3479:	 0.966	 0.034	0	0
test example 3480:	 0.988	 0.012	0	0
test example 3481:	 0.976	 0.024	0	0
test example 3482:	 0.996	 0.004	0	0
test example 3483:	 0.981	 0.019	0	0
test example 3484:	 0.524	 0.476	0	0
test example 3485:	 0.985	 0.015	0	0
test example 3486:	 0.992	 0.008	0	0
test example 3487:	 0.949	 0.051	0	0
test example 3488:	 0.987	 0.013	0	0
test example 3489:	 0.975	 0.025	0	0
test example 3490:	 0.995	 0.005	0	0
test example 3491:	 0.952	 0.048	0	0
test example 3492:	 0.653	 0.347	0	0
test example 3493:	 0.2  	 0.8  	1	0
test example 3494:	 0.817	 0.183	0	0
test example 3495:	 0.694	 0.306	0	0
test example 3496:	 0.994	 0.006	0	0
test example 3497:	 0.982	 0.018	0	0
test example 3498:	 0.934	 0.066	0	0
test example 3499:	 0.989	 0.011	0	0
test example 3500:	 0.685	 0.315	0	0
test example 3501:	 0.989	 0.011	0	0
test example 3502:	 0.892	 0.108	0	0
test example 3503:	 0.987	 0.013	0	0
test example 3504:	 0.993	 0.007	0	0
test example 3505:	 0.945	 0.055	0	0
test example 3506:	 0.98 	 0.02 	0	0
test example 3507:	 0.873	 0.127	0	0
test example 3508:	 0.997	 0.003	0	0
test example 3509:	 0.931	 0.069	0	0
test example 3510:	 0.994	 0.006	0	0
test example 3511:	 0.987	 0.013	0	0
test example 3512:	 0.833	 0.167	0	0
test example 3513:	 0.911	 0.089	0	0
test example 3514:	 0.902	 0.098	0	0
test example 3515:	 0.987	 0.013	0	0
test example 3516:	 0.54 	 0.46 	0	0
test example 3517:	 0.983	 0.017	0	0
test example 3518:	 0.594	 0.406	0	0
test example 3519:	 0.993	 0.007	0	0
test example 3520:	 0.989	 0.011	0	0
test example 3521:	 0.999	 0.001	0	0
test example 3522:	 0.923	 0.077	0	0
test example 3523:	 0.973	 0.027	0	0
test example 3524:	 0.962	 0.038	0	0
test example 3525:	 0.966	 0.034	0	0
test example 3526:	 0.973	 0.027	0	0
test example 3527:	 0.896	 0.104	0	0
test example 3528:	 0.756	 0.244	0	0
test example 3529:	 0.322	 0.678	1	0
test example 3530:	 0.808	 0.192	0	0
test example 3531:	 0.996	 0.004	0	0
test example 3532:	 0.979	 0.021	0	0
test example 3533:	 0.991	 0.009	0	0
test example 3534:	 0.97 	 0.03 	0	0
test example 3535:	 0.989	 0.011	0	0
test example 3536:	 0.851	 0.149	0	0
test example 3537:	 0.895	 0.105	0	0
test example 3538:	 0.36 	 0.64 	1	0
test example 3539:	 0.822	 0.178	0	0
test example 3540:	 0.867	 0.133	0	0
test example 3541:	 0.982	 0.018	0	0
test example 3542:	 0.25 	 0.75 	1	0
test example 3543:	 0.868	 0.132	0	0
test example 3544:	 0.956	 0.044	0	0
test example 3545:	 0.88 	 0.12 	0	0
test example 3546:	 0.995	 0.005	0	0
test example 3547:	 0.993	 0.007	0	0
test example 3548:	 0.987	 0.013	0	0
test example 3549:	 0.992	 0.008	0	0
test example 3550:	 0.997	 0.003	0	0
test example 3551:	 0.993	 0.007	0	0
test example 3552:	 0.993	 0.007	0	0
test example 3553:	 0.98 	 0.02 	0	0
test example 3554:	 0.858	 0.142	0	0
test example 3555:	 0.989	 0.011	0	0
test example 3556:	 0.892	 0.108	0	0
test example 3557:	 0.867	 0.133	0	0
test example 3558:	 0.494	 0.506	1	0
test example 3559:	 0.465	 0.535	1	1
test example 3560:	 0.979	 0.021	0	0
test example 3561:	 0.983	 0.017	0	0
test example 3562:	 0.989	 0.011	0	0
test example 3563:	 0.991	 0.009	0	0
test example 3564:	 0.999	 0.001	0	0
test example 3565:	 0.996	 0.004	0	0
test example 3566:	 0.651	 0.349	0	0
test example 3567:	 0.948	 0.052	0	0
test example 3568:	 0.982	 0.018	0	0
test example 3569:	 0.35 	 0.65 	1	0
test example 3570:	 0.991	 0.009	0	0
test example 3571:	 0.61 	 0.39 	0	0
test example 3572:	 0.983	 0.017	0	0
test example 3573:	 0.994	 0.006	0	0
test example 3574:	 0.997	 0.003	0	0
test example 3575:	 0.828	 0.172	0	0
test example 3576:	 0.797	 0.203	0	0
test example 3577:	 0.728	 0.272	0	0
test example 3578:	 0.908	 0.092	0	0
test example 3579:	 0.841	 0.159	0	0
test example 3580:	 0.947	 0.053	0	0
test example 3581:	 0.993	 0.007	0	0
test example 3582:	 0.987	 0.013	0	0
test example 3583:	 0.933	 0.067	0	1
test example 3584:	 0.019	 0.981	1	1
test example 3585:	 0.91 	 0.09 	0	0
test example 3586:	 0.998	 0.002	0	0
test example 3587:	 0.921	 0.079	0	0
test example 3588:	 0.91 	 0.09 	0	0
test example 3589:	 0.993	 0.007	0	0
test example 3590:	 0.956	 0.044	0	0
test example 3591:	 0.982	 0.018	0	0
test example 3592:	 0.947	 0.053	0	0
test example 3593:	 0.603	 0.397	0	0
test example 3594:	 0.994	 0.006	0	0
test example 3595:	 0.894	 0.106	0	1
test example 3596:	 0.775	 0.225	0	0
test example 3597:	 0.936	 0.064	0	0
test example 3598:	 0.997	 0.003	0	0
test example 3599:	 0.982	 0.018	0	0
test example 3600:	 0.384	 0.616	1	1
test example 3601:	 0.908	 0.092	0	0
test example 3602:	 0.68 	 0.32 	0	0
test example 3603:	 0.997	 0.003	0	0
test example 3604:	 0.993	 0.007	0	0
test example 3605:	 0.63 	 0.37 	0	0
test example 3606:	 0.969	 0.031	0	0
test example 3607:	 0.763	 0.237	0	0
test example 3608:	 0.971	 0.029	0	1
test example 3609:	 0.995	 0.005	0	0
test example 3610:	 0.991	 0.009	0	0
test example 3611:	 0.984	 0.016	0	0
test example 3612:	 0.347	 0.653	1	1
test example 3613:	 0.993	 0.007	0	0
test example 3614:	 0.81 	 0.19 	0	0
test example 3615:	 0.996	 0.004	0	0
test example 3616:	 0.994	 0.006	0	0
test example 3617:	 0.99 	 0.01 	0	0
test example 3618:	 0.878	 0.122	0	0
test example 3619:	 0.953	 0.047	0	0
test example 3620:	 0.969	 0.031	0	0
test example 3621:	 0.823	 0.177	0	0
test example 3622:	 0.928	 0.072	0	0
test example 3623:	 0.928	 0.072	0	0
test example 3624:	 0.995	 0.005	0	0
test example 3625:	 0.996	 0.004	0	0
test example 3626:	 0.997	 0.003	0	0
test example 3627:	 0.993	 0.007	0	0
test example 3628:	 0.973	 0.027	0	0
test example 3629:	 0.896	 0.104	0	0
test example 3630:	 0.806	 0.194	0	1
test example 3631:	 0.991	 0.009	0	0
test example 3632:	 0.97 	 0.03 	0	0
test example 3633:	 0.882	 0.118	0	0
test example 3634:	 0.992	 0.008	0	0
test example 3635:	 0.991	 0.009	0	0
test example 3636:	 0.276	 0.724	1	0
test example 3637:	 0.99 	 0.01 	0	0
test example 3638:	 0.954	 0.046	0	0
test example 3639:	 0.736	 0.264	0	1
test example 3640:	 0.997	 0.003	0	0
test example 3641:	 0.194	 0.806	1	0
test example 3642:	 0.275	 0.725	1	1
test example 3643:	 0.903	 0.097	0	0
test example 3644:	 0.994	 0.006	0	0
test example 3645:	 0.991	 0.009	0	0
test example 3646:	 0.998	 0.002	0	0
test example 3647:	 0.376	 0.624	1	0
test example 3648:	 0.993	 0.007	0	0
test example 3649:	 0.852	 0.148	0	0
test example 3650:	 0.931	 0.069	0	0
test example 3651:	 0.667	 0.333	0	0
test example 3652:	 0.855	 0.145	0	0
test example 3653:	 0.991	 0.009	0	1
test example 3654:	 0.977	 0.023	0	0
test example 3655:	 0.994	 0.006	0	0
test example 3656:	 0.93 	 0.07 	0	0
test example 3657:	 0.996	 0.004	0	0
test example 3658:	 0.992	 0.008	0	0
test example 3659:	 0.996	 0.004	0	0
test example 3660:	 0.998	 0.002	0	0
test example 3661:	 0.993	 0.007	0	0
test example 3662:	 0.993	 0.007	0	0
test example 3663:	 0.993	 0.007	0	0
test example 3664:	 0.997	 0.003	0	0
test example 3665:	 0.989	 0.011	0	0
test example 3666:	 0.994	 0.006	0	0
test example 3667:	 0.995	 0.005	0	0
test example 3668:	 0.927	 0.073	0	0
test example 3669:	 0.992	 0.008	0	0
test example 3670:	 0.831	 0.169	0	0
test example 3671:	 0.978	 0.022	0	0
test example 3672:	 0.958	 0.042	0	1
test example 3673:	 0.994	 0.006	0	0
test example 3674:	 0.744	 0.256	0	0
test example 3675:	 0.671	 0.329	0	0
test example 3676:	 0.991	 0.009	0	0
test example 3677:	 0.962	 0.038	0	0
test example 3678:	 0.995	 0.005	0	0
test example 3679:	 0.98 	 0.02 	0	0
test example 3680:	 0.975	 0.025	0	0
test example 3681:	 0.972	 0.028	0	0
test example 3682:	 0.587	 0.413	0	1
test example 3683:	 0.994	 0.006	0	0
test example 3684:	 0.698	 0.302	0	0
test example 3685:	 0.994	 0.006	0	0
test example 3686:	 0.991	 0.009	0	0
test example 3687:	 0.97 	 0.03 	0	1
test example 3688:	 0.979	 0.021	0	0
test example 3689:	 0.99 	 0.01 	0	0
test example 3690:	 0.609	 0.391	0	0
test example 3691:	 0.993	 0.007	0	0
test example 3692:	 0.989	 0.011	0	0
test example 3693:	 0.992	 0.008	0	0
test example 3694:	 0.982	 0.018	0	0
test example 3695:	 0.969	 0.031	0	0
test example 3696:	 0.994	 0.006	0	0
test example 3697:	 0.726	 0.274	0	0
test example 3698:	 0.934	 0.066	0	0
test example 3699:	 0.991	 0.009	0	0
test example 3700:	 0.996	 0.004	0	0
test example 3701:	 0.852	 0.148	0	0
test example 3702:	 0.164	 0.836	1	1
test example 3703:	 0.99 	 0.01 	0	0
test example 3704:	 0.9  	 0.1  	0	0
test example 3705:	 0.994	 0.006	0	0
test example 3706:	 0.998	 0.002	0	0
test example 3707:	 0.997	 0.003	0	0
test example 3708:	 0.683	 0.317	0	1
test example 3709:	 0.617	 0.383	0	0
test example 3710:	 0.99 	 0.01 	0	0
test example 3711:	 0.903	 0.097	0	0
test example 3712:	 0.979	 0.021	0	0
test example 3713:	 0.591	 0.409	0	1
test example 3714:	 0.867	 0.133	0	0
test example 3715:	 0.976	 0.024	0	0
test example 3716:	 0.928	 0.072	0	0
test example 3717:	 0.9  	 0.1  	0	0
test example 3718:	 0.767	 0.233	0	0
test example 3719:	 0.839	 0.161	0	0
test example 3720:	 0.995	 0.005	0	0
test example 3721:	 0.999	 0.001	0	0
test example 3722:	 0.991	 0.009	0	0
test example 3723:	 0.97 	 0.03 	0	0
test example 3724:	 1    	 0    	0	0
test example 3725:	 0.581	 0.419	0	0
test example 3726:	 0.999	 0.001	0	0
test example 3727:	 0.722	 0.278	0	0
test example 3728:	 0.909	 0.091	0	0
test example 3729:	 0.994	 0.006	0	0
test example 3730:	 0.878	 0.122	0	0
test example 3731:	 0.979	 0.021	0	0
test example 3732:	 0.701	 0.299	0	0
test example 3733:	 0.875	 0.125	0	0
test example 3734:	 0.991	 0.009	0	0
test example 3735:	 0.898	 0.102	0	0
test example 3736:	 0.778	 0.222	0	0
test example 3737:	 0.613	 0.387	0	0
test example 3738:	 0.675	 0.325	0	0
test example 3739:	 0.99 	 0.01 	0	0
test example 3740:	 0.687	 0.313	0	0
test example 3741:	 0.365	 0.635	1	1
test example 3742:	 0.894	 0.106	0	0
test example 3743:	 0.993	 0.007	0	0
test example 3744:	 0.983	 0.017	0	0
test example 3745:	 0.965	 0.035	0	0
test example 3746:	 0.801	 0.199	0	1
test example 3747:	 0.997	 0.003	0	0
test example 3748:	 0.343	 0.657	1	1
test example 3749:	 0.98 	 0.02 	0	1
test example 3750:	 0.981	 0.019	0	1
test example 3751:	 0.991	 0.009	0	0
test example 3752:	 0.998	 0.002	0	0
test example 3753:	 0.992	 0.008	0	0
test example 3754:	 0.704	 0.296	0	0
test example 3755:	 0.825	 0.175	0	0
test example 3756:	 0.189	 0.811	1	1
test example 3757:	 0.481	 0.519	1	0
test example 3758:	 0.991	 0.009	0	0
test example 3759:	 0.997	 0.003	0	0
test example 3760:	 0.925	 0.075	0	0
test example 3761:	 0.858	 0.142	0	0
test example 3762:	 0.996	 0.004	0	0
test example 3763:	 0.994	 0.006	0	0
test example 3764:	 0.994	 0.006	0	0
test example 3765:	 0.899	 0.101	0	0
test example 3766:	 0.906	 0.094	0	0
test example 3767:	 0.976	 0.024	0	0
test example 3768:	 0.927	 0.073	0	0
test example 3769:	 0.996	 0.004	0	0
test example 3770:	 0.993	 0.007	0	0
test example 3771:	 0.993	 0.007	0	0
test example 3772:	 0.828	 0.172	0	0
test example 3773:	 0.924	 0.076	0	0
test example 3774:	 0.964	 0.036	0	0
test example 3775:	 0.279	 0.721	1	0
test example 3776:	 0.675	 0.325	0	0
test example 3777:	 0.991	 0.009	0	0
test example 3778:	 0.773	 0.227	0	0
test example 3779:	 0.987	 0.013	0	0
test example 3780:	 0.993	 0.007	0	0
test example 3781:	 0.997	 0.003	0	0
test example 3782:	 0.995	 0.005	0	0
test example 3783:	 0.998	 0.002	0	0
test example 3784:	 0.989	 0.011	0	0
test example 3785:	 0.908	 0.092	0	0
test example 3786:	 0.993	 0.007	0	0
test example 3787:	 0.986	 0.014	0	0
test example 3788:	 0.936	 0.064	0	0
test example 3789:	 0.981	 0.019	0	0
test example 3790:	 0.138	 0.862	1	1
test example 3791:	 0.994	 0.006	0	0
test example 3792:	 0.963	 0.037	0	0
test example 3793:	 0.947	 0.053	0	0
test example 3794:	 0.512	 0.488	0	0
test example 3795:	 0.993	 0.007	0	0
test example 3796:	 0.659	 0.341	0	0
test example 3797:	 0.994	 0.006	0	0
test example 3798:	 0.994	 0.006	0	0
test example 3799:	 0.545	 0.455	0	1
test example 3800:	 0.98 	 0.02 	0	0
test example 3801:	 0.119	 0.881	1	1
test example 3802:	 0.542	 0.458	0	0
test example 3803:	 0.994	 0.006	0	0
test example 3804:	 0.965	 0.035	0	0
test example 3805:	 0.993	 0.007	0	0
test example 3806:	 0.931	 0.069	0	0
test example 3807:	 0.98 	 0.02 	0	0
test example 3808:	 0.122	 0.878	1	0
test example 3809:	 0.64 	 0.36 	0	0
test example 3810:	 0.487	 0.513	1	1
test example 3811:	 0.799	 0.201	0	0
test example 3812:	 0.973	 0.027	0	0
test example 3813:	 0.998	 0.002	0	0
test example 3814:	 0.578	 0.422	0	1
test example 3815:	 0.908	 0.092	0	0
test example 3816:	 0.958	 0.042	0	1
test example 3817:	 0.983	 0.017	0	0
test example 3818:	 0.252	 0.748	1	1
test example 3819:	 0.983	 0.017	0	0
test example 3820:	 0.998	 0.002	0	0
test example 3821:	 0.997	 0.003	0	0
test example 3822:	 0.964	 0.036	0	0
test example 3823:	 0.995	 0.005	0	0
test example 3824:	 0.997	 0.003	0	0
test example 3825:	 0.822	 0.178	0	0
test example 3826:	 0.815	 0.185	0	0
test example 3827:	 0.978	 0.022	0	0
test example 3828:	 0.702	 0.298	0	0
test example 3829:	 0.989	 0.011	0	0
test example 3830:	 0.989	 0.011	0	0
test example 3831:	 0.994	 0.006	0	0
test example 3832:	 0.548	 0.452	0	0
test example 3833:	 0.983	 0.017	0	0
test example 3834:	 0.922	 0.078	0	0
test example 3835:	 0.994	 0.006	0	0
test example 3836:	 0.401	 0.599	1	1
test example 3837:	 0.982	 0.018	0	0
test example 3838:	 0.921	 0.079	0	0
test example 3839:	 0.991	 0.009	0	0
test example 3840:	 0.998	 0.002	0	0
test example 3841:	 0.989	 0.011	0	0
test example 3842:	 0.991	 0.009	0	0
test example 3843:	 0.98 	 0.02 	0	0
test example 3844:	 0.996	 0.004	0	0
test example 3845:	 0.851	 0.149	0	1
test example 3846:	 0.984	 0.016	0	0
test example 3847:	 0.982	 0.018	0	0
test example 3848:	 0.988	 0.012	0	0
test example 3849:	 0.986	 0.014	0	0
test example 3850:	 0.993	 0.007	0	0
test example 3851:	 0.991	 0.009	0	0
test example 3852:	 0.99 	 0.01 	0	0
test example 3853:	 0.996	 0.004	0	0
test example 3854:	 0.994	 0.006	0	0
test example 3855:	 0.604	 0.396	0	0
test example 3856:	 0.908	 0.092	0	0
test example 3857:	 0.982	 0.018	0	0
test example 3858:	 0.982	 0.018	0	0
test example 3859:	 0.928	 0.072	0	1
test example 3860:	 0.99 	 0.01 	0	0
test example 3861:	 0.99 	 0.01 	0	0
test example 3862:	 0.687	 0.313	0	0
test example 3863:	 0.979	 0.021	0	0
test example 3864:	 0.581	 0.419	0	0
test example 3865:	 0.994	 0.006	0	0
test example 3866:	 0.996	 0.004	0	0
test example 3867:	 0.959	 0.041	0	0
test example 3868:	 0.768	 0.232	0	0
test example 3869:	 0.262	 0.738	1	1
test example 3870:	 0.897	 0.103	0	0
test example 3871:	 0.984	 0.016	0	0
test example 3872:	 0.984	 0.016	0	0
test example 3873:	 0.98 	 0.02 	0	0
test example 3874:	 0.954	 0.046	0	0
test example 3875:	 0.928	 0.072	0	0
test example 3876:	 0.437	 0.563	1	0
test example 3877:	 0.747	 0.253	0	0
test example 3878:	 0.867	 0.133	0	0
test example 3879:	 0.105	 0.895	1	1
test example 3880:	 0.888	 0.112	0	0
test example 3881:	 0.984	 0.016	0	0
test example 3882:	 0.929	 0.071	0	0
test example 3883:	 0.929	 0.071	0	0
test example 3884:	 0.995	 0.005	0	0
test example 3885:	 0.994	 0.006	0	0
test example 3886:	 0.987	 0.013	0	0
test example 3887:	 0.977	 0.023	0	0
test example 3888:	 0.992	 0.008	0	0
test example 3889:	 0.929	 0.071	0	0
test example 3890:	 0.995	 0.005	0	0
test example 3891:	 0.994	 0.006	0	0
test example 3892:	 0.878	 0.122	0	0
test example 3893:	 0.991	 0.009	0	0
test example 3894:	 0.938	 0.062	0	0
test example 3895:	 0.992	 0.008	0	0
test example 3896:	 0.998	 0.002	0	0
test example 3897:	 0.993	 0.007	0	0
test example 3898:	 0.895	 0.105	0	0
test example 3899:	 0.191	 0.809	1	1
test example 3900:	 0.996	 0.004	0	0
test example 3901:	 1    	 0    	0	0
test example 3902:	 0.993	 0.007	0	0
test example 3903:	 0.994	 0.006	0	0
test example 3904:	 0.996	 0.004	0	0
test example 3905:	 0.964	 0.036	0	0
test example 3906:	 0.941	 0.059	0	0
test example 3907:	 0.563	 0.437	0	1
test example 3908:	 0.816	 0.184	0	0
test example 3909:	 0.997	 0.003	0	0
test example 3910:	 0.993	 0.007	0	0
test example 3911:	 0.99 	 0.01 	0	0
test example 3912:	 0.671	 0.329	0	0
test example 3913:	 0.992	 0.008	0	0
test example 3914:	 0.995	 0.005	0	0
test example 3915:	 0.18 	 0.82 	1	1
test example 3916:	 0.012	 0.988	1	1
test example 3917:	 0.945	 0.055	0	0
test example 3918:	 0.993	 0.007	0	0
test example 3919:	 0.991	 0.009	0	0
test example 3920:	 0.995	 0.005	0	0
test example 3921:	 0.236	 0.764	1	1
test example 3922:	 0.881	 0.119	0	0
test example 3923:	 0.039	 0.961	1	1
test example 3924:	 0.988	 0.012	0	0
test example 3925:	 0.994	 0.006	0	0
test example 3926:	 0.994	 0.006	0	0
test example 3927:	 0.977	 0.023	0	0
test example 3928:	 0.923	 0.077	0	0
test example 3929:	 0.996	 0.004	0	0
test example 3930:	 0.989	 0.011	0	0
test example 3931:	 0.292	 0.708	1	0
test example 3932:	 0.991	 0.009	0	0
test example 3933:	 0.996	 0.004	0	0
